title_lemmatized,text_lemmatized,rating
remain confused,sure spray suppose texture spray apparently make hair gritty accord suppose absorb oil suppose deshiner product page readsthis weightless dry texture spray hair provide manageable light hold crunch long staying power keep hairstyle place look feel stiffconsequently think like light hairspray smell nice easy apply hold hair end feel like sort body enhancer mattifier maybe like waterless shampoohonestly sure feel like go work good oily hair want absorb oiliness hair lift think fall hold hair clearly consistently describe,3.0
worth,do not stay head,1.0
semi cheap quality,enjoy product polygel nice like well size description product seller do not clear description soak builder gel nice kit start home nail,4.0
smell great little pricey,great perfume little pricey cheap high quality perfume smell good,3.0
star,good price,4.0
do not buy,big waste money stick whatsoever,1.0
polish old kit nice,polish sticky like sit long time go thick nice,3.0
good reference,good card quick reference little busy overall good reference,4.0
okay,need use color one pigment pink orange barely pigment blue great pallet okay amazing pay,3.0
do not hold hair,flimsy,3.0
,do not sweat fall cute fun,3.0
star,pretty like pair underwear will not stay,2.0
horrible color,zero star product horrible I m disappointed bottle deceive absolutely shine color way call chrome actually flat dull light grey blue tint save money neighborhood walmart well color sally hansen ashamed seller ashamed charge nineteen ninety - nine,1.0
nice,gift niece crazy makeup love,5.0
level,son use workouts love particular strong perfect push tough set,5.0
quality,love,4.0
star,good issue far,4.0
star,week notice change eye itch,1.0
product smell bad bo,product overprice smell horrible recommend,1.0
figure try well quality,I ve try dollar store one do not fit eye shape figure try well quality result unable likely brle give away everyone face shape way find,1.0
star,bottle arrive damaged,2.0
great terrible lash band,want love lash look beautiful lash soft lash band terrible thick stiff make difficult I ve try bend band forth wear lash everyday try hundred high end low end drug store beauty supply store etc bad lash band I ve deal,3.0
buy product,wish zero stari buy nail salon terrible customer gel nail yellow bumpy buy do not waste money buy,1.0
good light coverage,like tint moisturizer wish coverage sheer great job moisturizing clog pore give plenty uv protection like reapply hour do not cakey crumbly good moisturize look minimal blemish coverage,4.0
do not work do not buy,come easy dry do not stain,1.0
good product good total,,4.0
need lot work,color look good dark skin light complexion wig look good wear box,2.0
glitternothe like advertised picture,glittery matte lipstick wear matte prefer like glitter sticky gloss appeal I m disappointed lack glitter comparison advertise look like dollar tree lipstick,1.0
great polish,terrific shiny long last polish love feel polished having maintain nail day favorite color last oneandahalf week plan try metallic holiday,5.0
happy,fog work return,1.0
good rash ointment,love rash ointment work quickly consistently highly recommend,5.0
hair horrible smell,like look locs smell overwhelming try air stink I m afraid wash,2.0
hair food,stiff lumped try use,3.0
possible time year issue,deodorant arrive dry crumbled cold try heating product dry,2.0
purchase,do not like read lot review buying friend tell like product guess like do not feel price find good lot,2.0
useless,want bobby pin would not peel snag think rubber coat one trick they re small useful natural afro hair,1.0
do not fit blow dryer,good price do not fit blow dryer fault checking size give away friend,2.0
human hair,human hair sadly open tone noticed second water hit do not wet I m assume synthetic blend kind tone blond change slightly they re cheap second try straighten end melt plasticy kind like cheap wig material,1.0
star,nice sprayer work far nice spray,4.0
work high set burn,work scatter dark coarse hair chin upper lip eyebrow area start chin start low give thirty second ihe hair hold fast finally use set six treat unfortunately assume need set eyebrow area oh kill hair follicle sure burn skin end small crater follicle site appear ten minute treat expand size hour keep antibiotic cream area finally three week ar heal note self skin eyelid area fragile chin plese start low set body area gradually increase find proper setting work careful burn,4.0
,come damage thirteen bottle sticker smell like alcohol recommend,1.0
marca el acrilico,muy baja calidad es dificil manejar el acrilico,1.0
lovely skin,love face look feel application bit strange sure liquid leak truly thick bit hard apply do not easily apply face work bit worth skin soft dewy think look young last,4.0
replacement shaver,replacement shaver good,5.0
bad product natural,thin oil do not remove waterproof mascara chemical scent terrible sting eye try remove eye makeup recommend product,1.0
bad,bad,1.0
great value,work great glad decide buy,4.0
magnesium oil,like oil thing do not like glide leave chalk like residue use mainly pain leg alleviate helps relax apply bed def moisturizer careful apply time mess water like quality oily oily like water base substance you re medicinal purpose moisturize disappoint,4.0
miss button headband,button unhappy,1.0
star,I ve 3timesand t dry nail,2.0
do not spray buy,receive two can hairspray do not work option return do not waste money great product buy two one do not work worth,1.0
