title_lemmatized,text_lemmatized,rating
pill,work hate fact three horse sized pill reason three star,3.0
nice,nice towel need want use road trip office nice,3.0
toothbrush head crumble mouth,toothbrush couple year couple month buy new toothbrush head crumble crack tiny bristle mouth four head head last two week new one receive yesterday fall apart tell seller contact manufacturer voom sonic contact,1.0
short lifespan,last nine month brand last twelve month,3.0
star,feel like get bottle water month,2.0
sprayer work,do not know repellent works right box sprayer work spray bottle transfer repellent,2.0
nondisclose juice rush charger reqd,recd pillow pack today disclaimer write review opening battery reason package say 1000x reuse 1000x fine print tell different true story one charge discharge five hundred cycle normal usage minor issue dealbreaker wonder intend application power super small reefer air circulation fan consider normal use two separate follow paragraph caution use juice rush nimh charger attempt charge juice rush nimh battery nicd nimh recharger seemingly significant fact include amazon website stat two size d one 2v seven thousand mah indicate lebronjame com packaging china amazon go fund return,2.0
star,receive yoga mat cleaner quickly like far,5.0
star,good,4.0
work,can not work show feel like pet hair laundry wash dry pet hair pile mesh bag pet hair pile bristly ball noticeably pet hair lend trap clothe work I m okay,1.0
star,good,4.0
taste dog,mini labradoodle pick five second drop have not touch sure problem waste money accord rusty,2.0
do not work,purchase amazon shopping channel product be not able clear simple toilet clog can not imagine clear major clog dog pony good real result good can not average i d worth money,1.0
star,useful comfortable hope,1.0
,long similar product adhesive agent strong keeping place week,2.0
great,great product love variety,5.0
variety pack,bow quality good lack adhesiveness ninety pack red bow,2.0
painful callus bottom foot,painful callus bottom foot help ease pain good product,4.0
excellent,good product easily use good ear do not use thing nose flimsy use year problem,4.0
great product,great product flavor increase energy,5.0
work,pad misshapen pad stay place try shoe throw away,2.0
sturdy,ok sturdy break fast love black color automatic faucet do not activate I m clean safe lot headache,4.0
star,thick work dress shoe,2.0
bad stuff,stuff like liquid,1.0
star,like massager good deep tissue massage little bulky feeling,3.0
dollar store quality sticky,product extra sticky quality dollar store product pay,1.0
product came break,receive glass crack blue liquid leak mess throw like receive refund,2.0
do not clean,soft do not clean wide hurt gum recommend,1.0
star,work great,4.0
star,love,5.0
defective electrical system,refund progress vendor helpful problem far perfect reading lamp fifteen minute go quality product amazing especially price electrical function poor quality request exchange concern fire hazard r pergola,1.0
star,awesome fresh root great make salve body pain,5.0
work like charm,have not dust buster forty - five yrs work like charm later day arrive early expect,5.0
poor packaging,love tissue box bent show bad box arrive flimsy tape box poorly contribute condition box inside box decent look sit disappointed,5.0
pretty secure,pretty sturdy build come price thing heavy figure middle chamber remove pill holder half size work overall good quality can not complain weight,4.0
work hear aid cost thousand,hear aids work hear high pitch sound hear charge compartment reallly convenient having replace battery plus,5.0
work hard use,hair curly crown head straight long layer cover curl usually straighten lately I ve want wear curly think I d use curl iron curl do not naturally arrive surprised clip hold hair place curl do not lift like traditional curl iron slide forth barrel pinch hair difficult use take hour half curl shoulder length hair lot time frustration work hair look great practical day use say curl direction you re right turn curl iron upside change direction curl,3.0
rancid way date,order entire bottle love second bottle I ve hardley notice smells rancid unfortunately return window close waste money january two thousand and eighteen expiration date november two thousand and nineteen,1.0
battery die do not buy,battery die time fully charge will not work do not waste money read review depth bunch look fake,1.0
star,wonderful stuff,5.0
love,lie spine feel fantastic talk phone read lay roller that s great actually second roller cover fabric match couch use indoor buy lie outside fl outside lot want help,5.0
star,work great,5.0
size fitbit run one small,advertise replacement fitbit brand large size inch short fitbit brand purchase seven pack go use dig skin cut circulation probably will not affect big wrist large fitbit brand fit spot perfectly nice description state small fitbit,2.0
fun look pretty enjoy bath,granddaughter love bath bombssecond order kid love,5.0
sharp,do not like return,1.0
child size product,there s stretch small face product school child size adult,1.0
small wipe,small wipe,3.0
